song,spectrogram hash,mfcc hash,mel spectrogram hash,Chroma_stft hash
group16_song1_vocals.mp3,8f0b874b8f0b9b49ca097af58f0426f68f0625f2cd0074f2f93470f2e93472be,8e028e008f018b8d8b8f87cf85cb82cbc24bfa78f078f0f8f4f6f4f470f470f8,8b098b098b0bcf02cf00cd04ed346db46db461f6707660f665b660f770ff30fd,c924c92436db36dbc924c92436db36dbc924c92436db36db36dbc924c92436db
group16_song4_vocals.mp3,a920c920ad21cd81adc9cd91ad61e9b0a922e9f2a962dbf6c96252f6c96656ff,c900c920cd00cd81ed89a111ab10ab049e4cd66e92feb23eb27fb27f32ff56df,ad21ad21ad29a92ba92ba96baa32aa18e858fa587ad852dc52dc52dd56d556d5,8b738b73748c748c8b738b73748c748c8b738b73748c748c748c8b738b73748c
Group22_Song4-music.mp3,f85c2acdf87c2a4df87c284da87c284d8b6c686f8b6c686e83ec686687e86d62,aa1ca84ccb4ceb6cee6ccb58907eb4fdb4b5b4b1b4b113930793478347834783,f87cf87cf87ce86caa6c8a6c8a6c824dd05d105f551705975597178357835783,cbf4cbf4340b340bcbf4cbf4340b340bcbf4cbf4340b340b340bcbf4cbf4340b
group16_song2_vocals.mp3,813281f08170c3d8bd014ecdfe0562fdeeb02178eea03d3b6e833d0f7e873d0f,e448e401fc03fd03fd01800180fc80fe81fc97e893f883fc82fcbabe7a3f7e17,857085708490c6b4e6e4e668e46a67ea65ee51ed59ad5aae6c8e6aca1b591b99,ce00c99319bb19bbce00cc9019bb19bbce80ee0419bb19fb33ffe604e64431ff
group16_song2_music.mp3,ba158a57ba1582e3b21c46e3b21447e392144febd2046de3cb803d77cf80757f,829492149018921cb21cb65ebc47acc3adc3a9e7ede2cdebc5eac5ebc5e8c5a8,b25e925e92149a148b948f80cd806d806d966d926d9e6dd274df65cb764b7769,8a508a5075af75af8a508a5075af75af8a508a5075af75af75af8a508a5075af
group16_song3_music.mp3,a786b4968780a3bfc3c86b6dcbc8492fcbc069b6cbc069b6cbf028978af0249f,8b40cbc0cbc0c38dcb04f10eb30eb66cb65fb45fb4fbacf2fcf0dc30cc34c821,87968396838a8bd089d098f098f198f198f15871587178717c717c7f762f762f,8bf88bf8740774078bf88bf8740774078bf88bf87407740774078bf88bf87407
group16_song1_music.mp3,a09624b6a09e24b690d824f693c824b693c824f691d876f791d87f7791f85f67,80f883c8938e938ce696e624ee97ee36e470a473a471ec69d861da69d969d869,a0baa0baa0faa0faa0faa0baa0faa0faa0f9e86dc8ed4bc549c55f455f455f05,800080007f7f7f7f800080007f7f7f7f800080007f7f7f7f7f7f800080007f7f
group16_song4_music.mp3,a2dba8eba2dba8ebb2dba8eab6dba8eab4dba442b4dbe440b4db4441b4125441,a938a50ba24a820e8aaecaa6d8a6d8a2d076f470fd71d551dd51df90f750b7f0,b6dbb6dbb6dbb6dbb6dfb4ddb47db035f035e834483449244924492449244924,800080007fff7fff800080007fff7fff800080007fff7fff7fff800080007fff
group16_song3_vocals.mp3,8a4f8ab4820f9eb4c007b5b6c007b5b6c80179bed82071afdde0718f7de073cf,a0048007f007f006f01ea21580e183f88bf89fe99fe9cbf88ff8bfe97de87d28,8a538a53c8038e6183e187e013ec13fc13fc13fc31fc31fc71bc6fb86f226e32,91c092d26e9e6e9a91c090c06e9e6e9e91c091406e9e6ebf6fbf916191616ebf
